Chemin,Transcription
C080_K03_3.WAV,Kenedh 
C080_K03_4.WAV,Yekna adh yedem ayen I s-yeghlin
C080_K03_5.WAV,Ikenedh gher l7idh
C080_K04_1.WAV,k
C080_K04_2.WAV,Seknef
C080_K04_3.WAV,Aker
C080_K04_4.WAV,Theseknef-dh kra ifelfel
C080_K04_5.WAV,Youker ldjar-is
C080_K05_1.WAV,k
C080_K05_2.WAV,Ttkel
C080_K05_3.WAV,ibrik
C080_K05_4.WAV,Yettkel adh yerbe7 lbak
C080_K05_5.WAV,Berik woudhem-is
C080_K06_1.WAV,k
C080_K06_2.WAV,hlek
C080_K06_3.WAV,Berbek
C080_K06_4.WAV,Yehlek thaghechth-is
C080_K06_5.WAV,Yesberbek thichoufthin-is
C080_K07_1.WAV,k
C080_K07_2.WAV,Brek
C080_K07_3.WAV,7erek
C080_K07_4.WAV,Ye9im yebrek dheg oukham
C080_K07_5.WAV,Igouma ak adh i7erek
C080_K08_1.WAV,k
C080_K08_2.WAV,Selek
C080_K08_3.WAV,ikniwen
C080_K08_4.WAV,Yettselik iman-is s yiman-is
C080_K08_5.WAV,Thedja-dh ikniwen 
C081_K09_1.WAV,k
C081_K09_3.WAV,Ikeri
C081_K09_4.WAV,Imeyyel akal-is
C081_K09_5.WAV,Yezla ikeri
C081_K10_2.WAV,Akemous
C081_K10_3.WAV,Akoumlan
C081_K10_4.WAV,Thewi-dh akemous n lemla7
C081_K10_5.WAV,Koumil ouserwal-is
C081_K11_2.WAV,Akbal
C081_K11_3.WAV,Thikli
C081_K11_4.WAV,Youghedh akbal
C081_K11_5.WAV,Thelha thikli seldh woutchi
C082_K12_1.WAV,k
C082_K12_2.WAV,thakoumth
C082_K12_3.WAV,Thikchi
C082_K12_4.WAV,Thes3a thakoumth dheg ouchekou7-is
C082_K12_5.WAV,Thefka-as l9ech ttikchi
C082_K13_1.WAV,k
C082_K13_2.WAV,thakmamth 
C082_K13_3.WAV,Oulamek
C082_K13_4.WAV,Thla9 thekmamth dheg oube7ri
C082_K13_5.WAV,"Oulamek adh throu7, ihlek ourgaz-is"
C083_K14_1.WAV,k
C083_K14_2.WAV,Zik
C083_K14_3.WAV,Achrik
C083_K14_4.WAV,Zik I thela lbena 
C083_K14_5.WAV,I9el dh achrik n khali-s 
C083_K15_1.WAV,k
C083_K15_2.WAV,Widhak
C083_K15_3.WAV,lehlak
C083_K15_4.WAV,Khed3en-iyi Widhak I youmnegh
C083_K15_5.WAV,Oulach lehlak our nes3i dwa
C085_K01_1.WAV,k
C085_K01_2.WAV,Krou
C085_K01_3.WAV,Kthil
C085_K01_4.WAV,Yekra dheg themdhinth
C085_K01_5.WAV,Thekthal-ith-idh setti-s
C085_K02_1.WAV,k
C085_K02_2.WAV,Kmez
C085_K02_3.WAV,Kref
C085_K02_4.WAV,Yekmez a3rour-is
C085_K02_5.WAV,Kerfen i9ejaren-is 
C085_K03_1.WAV,k
C085_K03_2.WAV,Knou
C085_K03_3.WAV,Kenedh 
C085_K03_4.WAV,Yekna adh yedem ayen I s-yeghlin
C085_K03_5.WAV,Ikenedh gher l7idh
C086_K04_1.WAV,k
C086_K04_2.WAV,Seknef
C086_K04_3.WAV,Aker
C086_K04_4.WAV,Theseknef-dh kra ifelfel
C086_K04_5.WAV,Youker ldjar-is
C086_K05_1.WAV,k
C086_K05_2.WAV,Ttkel
C086_K05_3.WAV,ibrik
C086_K05_4.WAV,Yettkel adh yerbe7 lbak
C086_K05_5.WAV,Berik woudhem-is
C086_K06_1.WAV,k
C086_K06_2.WAV,hlek
C086_K06_3.WAV,Berbek
C086_K06_4.WAV,Yehlek thaghechth-is
C086_K06_5.WAV,Yesberbek thichoufthin-is
C087_K07_1.WAV,k
C087_K07_2.WAV,Brek
C087_K07_3.WAV,7erek
C087_K07_4.WAV,Ye9im yebrek dheg oukham
C087_K07_5.WAV,Igouma ak adh i7erek
C087_K08_1.WAV,k
C087_K08_2.WAV,Selek
C087_K08_3.WAV,ikniwen
C087_K08_4.WAV,Yettselik iman-is s yiman-is
C087_K08_5.WAV,Thedja-dh ikniwen 
C087_K09_1.WAV,k
C087_K09_2.WAV,Akal
C087_K09_3.WAV,Ikeri
C087_K09_4.WAV,Imeyyel akal-is
C087_K09_5.WAV,Yezla ikeri
C088_K10_1.WAV,k
C088_K10_2.WAV,Akemous
C088_K10_3.WAV,Akoumlan
C088_K10_4.WAV,Thewi-dh akemous n lemla7
C088_K10_5.WAV,Koumil ouserwal-is
C088_K11_1.WAV,k
C088_K11_2.WAV,Akbal
C088_K11_3.WAV,Thikli
C088_K11_4.WAV,Youghedh akbal
C088_K11_5.WAV,Thelha thikli seldh woutchi
C088_K12_1.WAV,k
C088_K12_2.WAV,thakoumth
C088_K12_3.WAV,Thikchi
C088_K12_4.WAV,Thes3a thakoumth dheg ouchekou7-is
C088_K12_5.WAV,Thefka-as l9ech ttikchi
C089_K13_1.WAV,k
C089_K13_2.WAV,thakmamth 
C089_K13_3.WAV,Oulamek
C089_K13_4.WAV,Thla9 thekmamth dheg oube7ri
C089_K13_5.WAV,"Oulamek adh throu7, ihlek ourgaz-is"
C089_K14_1.WAV,k
C089_K14_2.WAV,Zik
C089_K14_3.WAV,Achrik
C089_K14_4.WAV,Zik I thela lbena 
C089_K14_5.WAV,I9el dh achrik n khali-s 
C089_K15_1.WAV,k
C089_K15_2.WAV,Widhak
C089_K15_3.WAV,lehlak
C089_K15_4.WAV,Khed3en-iyi Widhak I youmnegh
C089_K15_5.WAV,Oulach lehlak our nes3i dwa
C090_K01_1.WAV,k
C090_K01_2.WAV,Krou
C090_K01_3.WAV,Kthil
C090_K01_4.WAV,Yekra dheg themdhinth
C090_K01_5.WAV,Thekthal-ith-idh setti-s
C090_K02_1.WAV,k
C090_K02_2.WAV,Kmez
C090_K02_3.WAV,Kref
C090_K02_4.WAV,Yekmez a3rour-is
C090_K02_5.WAV,Kerfen i9ejaren-is 
C090_K03_1.WAV,k
C090_K03_2.WAV,Knou
C090_K03_3.WAV,Kenedh 
C090_K03_4.WAV,Yekna adh yedem ayen I s-yeghlin
C090_K03_5.WAV,Ikenedh gher l7idh
C091_K04_1.WAV,k
C091_K04_2.WAV,Seknef
C091_K04_3.WAV,Aker
C091_K04_4.WAV,Theseknef-dh kra ifelfel
C091_K04_5.WAV,Youker ldjar-is
C091_K05_1.WAV,k
C091_K05_2.WAV,Ttkel
C091_K05_3.WAV,ibrik
C091_K05_4.WAV,Yettkel adh yerbe7 lbak
C091_K05_5.WAV,Berik woudhem-is
C091_K06_2.WAV,hlek
C091_K06_3.WAV,Berbek
C091_K06_4.WAV,Yehlek thaghechth-is
C091_K06_5.WAV,Yesberbek thichoufthin-is
C092_K07_1.WAV,k
C092_K07_2.WAV,Brek
C092_K07_3.WAV,7erek
C092_K07_4.WAV,Ye9im yebrek dheg oukham
C092_K07_5.WAV,Igouma ak adh i7erek
C092_K08_1.WAV,k
C092_K08_2.WAV,Selek
C092_K08_3.WAV,ikniwen
C092_K08_4.WAV,Yettselik iman-is s yiman-is
C092_K08_5.WAV,Thedja-dh ikniwen 
C093_K09_3.WAV,Ikeri
C093_K09_4.WAV,Imeyyel akal-is
C093_K09_5.WAV,Yezla ikeri
C093_K10_1.WAV,k
C093_K10_2.WAV,Akemous
C093_K10_3.WAV,Akoumlan
C093_K10_4.WAV,Thewi-dh akemous n lemla7
C093_K10_5.WAV,Koumil ouserwal-is
C093_K11_3.WAV,Thikli
C093_K11_4.WAV,Youghedh akbal
C093_K11_5.WAV,Thelha thikli seldh woutchi
C094_K12_1.WAV,k
C094_K12_2.WAV,thakoumth
C094_K12_4.WAV,Thes3a thakoumth dheg ouchekou7-is
C094_K12_5.WAV,Thefka-as l9ech ttikchi
C094_K13_1.WAV,k
C094_K13_2.WAV,thakmamth 
C094_K13_3.WAV,Oulamek
C094_K13_4.WAV,Thla9 thekmamth dheg oube7ri
C094_K13_5.WAV,"Oulamek adh throu7, ihlek ourgaz-is"
C094_K14_1.WAV,k
C094_K14_2.WAV,Zik
C094_K14_3.WAV,Achrik
C094_K14_4.WAV,Zik I thela lbena 
C094_K14_5.WAV,I9el dh achrik n khali-s 
C095_K15_1.WAV,k
C095_K15_2.WAV,Widhak
C095_K15_3.WAV,lehlak
C095_K15_4.WAV,Khed3en-iyi Widhak I youmnegh
C095_K15_5.WAV,Oulach lehlak our nes3i dwa
C096_KK01_1.WAV,k
C096_KK01_2.WAV,Kele7
C096_KK01_3.WAV,Kemel
C096_KK01_4.WAV,Ikele7 ikhedamen-is
C096_KK01_5.WAV,Thkemel abridh-is
C096_KK02_1.WAV,k
C096_KK02_2.WAV,Ke77el
C096_KK02_4.WAV,Thke77el i walen-is
C096_KK03_1.WAV,k
C096_KK03_2.WAV,Kes
C096_KK03_4.WAV,Thekes thoughmas-is
C096_KK03_5.WAV,Yettbekir sba7 zik
C097_KK04_1.WAV,k
C097_KK04_2.WAV,Cheker
C097_KK04_3.WAV,7kou
C097_KK04_4.WAV,Chekrenth ak meden 
C097_KK04_5.WAV,The7ka-as-dh yema-s tha9essith
C097_KK05_1.WAV,k
C097_KK05_2.WAV,rkou
C097_KK05_3.WAV,rkem
C097_KK05_4.WAV,Yetcha thathefa7th therka
C097_KK05_5.WAV,Rekmen waman
C098_KK06_1.WAV,k
C098_KK06_2.WAV,chouk 
C098_KK06_3.WAV,Charek
C098_KK06_4.WAV,Yettchoukou dheg lekhyal-is
C098_KK06_5.WAV,Ichourek dheg thazla i dh-heyya thadarth
C099_KK07_1.WAV,k
C099_KK07_2.WAV,Fak
C099_KK07_3.WAV,Ek
C099_KK07_4.WAV,Thfouk chghel zik
C099_KK07_5.WAV,Yeka-dh s wada
C099_KK08_1.WAV,k
C099_KK08_2.WAV,7ouk
C099_KK08_3.WAV,Akarmous
C099_KK08_4.WAV,Th7ouk ichetidhen wayethma-s
C099_KK08_5.WAV,Yettwagh oukermous n ousegas-a
C100_KK09_1.WAV,k
C100_KK09_2.WAV,Akemich
C100_KK09_3.WAV,Akourfaf
C100_KK09_4.WAV,Thserkem-dh thakemichth n 9renfel
C100_KK09_5.WAV,Yetcha aghroum dh akerfaf
C100_KK10_1.WAV,k
C100_KK10_2.WAV,Akiwan
C100_KK10_3.WAV,Akourdhach 
C100_KK10_4.WAV,Thekes-dh l9ech ikiwanen 
C100_KK10_5.WAV,Thakourdhachth am ourgaz-is
C101_KK11_1.WAV,k
C101_KK11_2.WAV,Aroukthi 
C101_KK11_3.WAV,lmakla
C101_KK11_4.WAV,The3rek-dh aroukthi n lesfendj
C101_KK11_5.WAV,Meli7-th lmakla was-a
C102_KK12_1.WAV,k
C102_KK12_2.WAV,A3ekour
C102_KK12_3.WAV,Asekoudh
C102_KK12_4.WAV,I9el ourekthi-ni dh a3ekour
C102_KK12_5.WAV,Irou7-as ousekoudh aken dh ilemzi
C103_KK13_1.WAV,k
C103_KK13_2.WAV,Zkara
C103_KK13_3.WAV,thichki
C103_KK13_4.WAV,Ikhedem zkara 
C103_KK13_5.WAV,Thichki adh soubagh 
C103_KK14_1.WAV,k
C103_KK14_2.WAV,chek
C103_KK14_3.WAV,amesak 
C103_KK14_4.WAV,Ikchem-itt chek
C103_KK14_5.WAV,Thoughedh kra imesaken 
C103_KK15_1.WAV,k
C103_KK15_2.WAV,baylek
C103_KK15_3.WAV,aselak 
C103_KK15_4.WAV,Tte93adhen abridh n baylek
C103_KK15_5.WAV,Themchedh achekou7-is s ouselak
C104_KK01_1.WAV,k
C104_KK01_2.WAV,Kele7
C104_KK01_3.WAV,Kemel
C104_KK01_4.WAV,Ikele7 ikhedamen-is
C104_KK01_5.WAV,Thkemel abridh-is
C104_KK02_1.WAV,k
C104_KK02_2.WAV,Ke77el
C104_KK02_3.WAV,Keyyef
C104_KK02_4.WAV,Thke77el i walen-is
C105_KK03_1.WAV,k
C105_KK03_2.WAV,Kes
C105_KK03_3.WAV,Beker
C105_KK03_4.WAV,Thekes thoughmas-is
C105_KK03_5.WAV,Yettbekir sba7 zik
C105_KK04_1.WAV,k
C105_KK04_2.WAV,Cheker
C105_KK04_3.WAV,7kou
C105_KK04_5.WAV,The7ka-as-dh yema-s tha9essith
C106_KK05_1.WAV,k
C106_KK05_3.WAV,rkem
C106_KK05_4.WAV,Yetcha thathefa7th therka
C106_KK05_5.WAV,Rekmen waman
C106_KK06_1.WAV,k
C106_KK06_2.WAV,chouk 
C106_KK06_4.WAV,Yettchoukou dheg lekhyal-is
C106_KK06_5.WAV,Ichourek dheg thazla i dh-heyya thadarth
C107_KK07_1.WAV,k
C107_KK07_2.WAV,Fak
C107_KK07_3.WAV,Ek
C107_KK07_4.WAV,Thfouk chghel zik
C107_KK07_5.WAV,Yeka-dh s wada
C107_KK08_1.WAV,k
C107_KK08_2.WAV,7ouk
C107_KK08_3.WAV,Akarmous
C107_KK08_4.WAV,Th7ouk ichetidhen wayethma-s
C107_KK08_5.WAV,Yettwagh oukermous n ousegas-a
C108_KK09_1.WAV,k
C108_KK09_2.WAV,Akemich
C108_KK09_3.WAV,Akourfaf
C108_KK09_4.WAV,Thserkem-dh thakemichth n 9renfel
C108_KK09_5.WAV,Yetcha aghroum dh akerfaf
C108_KK10_1.WAV,k
C108_KK10_2.WAV,Akiwan
C108_KK10_3.WAV,Akourdhach 
C108_KK10_4.WAV,Thekes-dh l9ech ikiwanen 
C108_KK10_5.WAV,Thakourdhachth am ourgaz-is
C109_KK11_1.WAV,k
C109_KK11_2.WAV,Aroukthi 
C109_KK11_3.WAV,lmakla
C109_KK11_4.WAV,The3rek-dh aroukthi n lesfendj
C109_KK11_5.WAV,Meli7-th lmakla was-a
C110_KK12_1.WAV,k
C110_KK12_2.WAV,A3ekour
C110_KK12_3.WAV,Asekoudh
C110_KK12_4.WAV,I9el ourekthi-ni dh a3ekour
C110_KK12_5.WAV,Irou7-as ousekoudh aken dh ilemzi
C111_KK13_1.WAV,k
C111_KK13_2.WAV,Zkara
C111_KK13_3.WAV,thichki
C111_KK13_4.WAV,Ikhedem zkara 
C111_KK13_5.WAV,Thichki adh soubagh 
C111_KK14_1.WAV,k
C111_KK14_2.WAV,chek
C111_KK14_3.WAV,amesak 
C111_KK14_4.WAV,Ikchem-itt chek
C111_KK14_5.WAV,Thoughedh kra imesaken 
C111_KK15_1.WAV,k
C111_KK15_2.WAV,baylek
C111_KK15_3.WAV,aselak 
C111_KK15_4.WAV,Tte93adhen abridh n baylek
C111_KK15_5.WAV,Themchedh achekou7-is s ouselak
C112_KK01_2.WAV,Kele7
C112_KK01_3.WAV,Kemel
C112_KK01_4.WAV,Ikele7 ikhedamen-is
C112_KK01_5.WAV,Thkemel abridh-is
C112_KK02_2.WAV,Ke77el
C112_KK02_3.WAV,Keyyef
C112_KK02_4.WAV,Thke77el i walen-is
C112_KK02_5.WAV,Yettkeyyif apaki n doukhan i was
C113_KK03_1.WAV,k
C113_KK03_2.WAV,Kes
C113_KK03_3.WAV,Beker
C113_KK03_4.WAV,Thekes thoughmas-is
C113_KK03_5.WAV,Yettbekir sba7 zik
C113_KK04_1.WAV,k
C113_KK04_2.WAV,Cheker
C113_KK04_3.WAV,7kou
C113_KK04_4.WAV,Chekrenth ak meden 
C113_KK04_5.WAV,The7ka-as-dh yema-s tha9essith
C114_KK01_1.WAV,k
C114_KK01_2.WAV,Kele7
C114_KK01_3.WAV,Kemel
C114_KK01_4.WAV,Ikele7 ikhedamen-is
C114_KK01_5.WAV,Thkemel abridh-is
C114_KK02_3.WAV,Keyyef
C114_KK02_4.WAV,Thke77el i walen-is
C114_KK02_5.WAV,Yettkeyyif apaki n doukhan i was
C115_KK03_1.WAV,k
C115_KK03_2.WAV,Kes
C115_KK03_3.WAV,Beker
C115_KK03_4.WAV,Thekes thoughmas-is
C115_KK03_5.WAV,Yettbekir sba7 zik
C115_KK04_1.WAV,k
C115_KK04_2.WAV,Cheker
C115_KK04_3.WAV,7kou
C115_KK04_4.WAV,Chekrenth ak meden 
C115_KK04_5.WAV,The7ka-as-dh yema-s tha9essith
C116_KK05_2.WAV,rkou
C116_KK05_5.WAV,Rekmen waman
C116_KK06_1.WAV,k
C116_KK06_2.WAV,chouk 
C116_KK06_3.WAV,Charek
C116_KK06_4.WAV,Yettchoukou dheg lekhyal-is
C116_KK06_5.WAV,Ichourek dheg thazla i dh-heyya thadarth
C117_KK07_1.WAV,k
C117_KK07_2.WAV,Fak
C117_KK07_3.WAV,Ek
C117_KK07_4.WAV,Thfouk chghel zik
C117_KK07_5.WAV,Yeka-dh s wada
C117_KK08_1.WAV,k
C117_KK08_2.WAV,7ouk
C117_KK08_3.WAV,Akarmous
C117_KK08_4.WAV,Th7ouk ichetidhen wayethma-s
C117_KK08_5.WAV,Yettwagh oukermous n ousegas-a
C118_KK09_1.WAV,k
C118_KK09_2.WAV,Akemich
C118_KK09_3.WAV,Akourfaf
C118_KK09_4.WAV,Thserkem-dh thakemichth n 9renfel
C118_KK09_5.WAV,Yetcha aghroum dh akerfaf
C118_KK10_1.WAV,k
C118_KK10_2.WAV,Akiwan
C118_KK10_3.WAV,Akourdhach 
C118_KK10_4.WAV,Thekes-dh l9ech ikiwanen 
C118_KK10_5.WAV,Thakourdhachth am ourgaz-is
C119_KK11_1.WAV,k
C119_KK11_2.WAV,Aroukthi 
C119_KK11_3.WAV,lmakla
C119_KK11_4.WAV,The3rek-dh aroukthi n lesfendj
C119_KK11_5.WAV,Meli7-th lmakla was-a
C119_KK12_1.WAV,k
C119_KK12_2.WAV,A3ekour
C119_KK12_3.WAV,Asekoudh
C119_KK12_4.WAV,I9el ourekthi-ni dh a3ekour
C119_KK12_5.WAV,Irou7-as ousekoudh aken dh ilemzi
C120_KK13_2.WAV,Zkara
C120_KK13_3.WAV,thichki
C120_KK13_4.WAV,Ikhedem zkara 
C120_KK13_5.WAV,Thichki adh soubagh 
C120_KK14_2.WAV,chek
C120_KK14_3.WAV,amesak 
C120_KK14_4.WAV,Ikchem-itt chek
C120_KK14_5.WAV,Thoughedh kra imesaken 
C121_KK15_1.WAV,k
C121_KK15_2.WAV,baylek
C121_KK15_3.WAV,aselak 
C121_KK15_5.WAV,Themchedh achekou7-is s ouselak
C124_X12_2.WAV,Akhebich
C124_X12_3.WAV,Ikhef
C124_X12_4.WAV,Yeji oukhebich-ni dheg oufous-is
C124_X12_5.WAV,Youfa-dh ikhef n lkhidh
C124_X13_1.WAV,kh
C124_X13_2.WAV,Lkhebz
C124_X13_3.WAV,lekhber
C124_X13_4.WAV,Ithekes-dh afthath-ni n lkhebz 
C124_X13_5.WAV,Yewedh lekhber gher yimawlan-is
C125_X07_1.WAV,kh
C125_X07_2.WAV,Dhekhech
C125_X07_3.WAV,Sekhsi
C125_X07_4.WAV,Ayen thoufa adh thdhoukhech-ith a thekhzanth
C125_X07_5.WAV,Thesekhsi thafath
C127_X01_1.WAV,kh
C127_X01_2.WAV,Kheles
C127_X01_3.WAV,khemem
C127_X01_4.WAV,Ikheles ayen i dh-yough
C127_X01_5.WAV,Yettkhemim amek ara dh-yaf thifrath 
C128_X03_2.WAV,Khdhem
C128_X03_4.WAV,Ikhedem sba7 irenou la3cha
C128_X03_5.WAV,Yekhser idhrimen-is dheg le9mar
C128_X04_1.WAV,kh
C128_X04_2.WAV,Khewel
C128_X04_3.WAV,Khnounes
C128_X04_4.WAV,Anegarou-ayi ikhewel  imezwoura chethlen
C128_X04_5.WAV,Khnounsen l9ech-is dheg l9a3a
C131_X09_1.WAV,kh
C131_X09_2.WAV,lekhrif
C131_X09_3.WAV,Lkhoul3a
C131_X09_4.WAV,Yett7ibi adh yetch lekhrif
C131_X09_5.WAV,Thegouma adh thekes lkhoul3a-ni dheg-s
C131_X14_2.WAV,thakhathemth
C131_X14_3.WAV,akhabith
C131_X14_4.WAV,Throu7 thkhathentt-is dheg thmeghra
C131_X14_5.WAV,Oulach akhabith i th-yechban
C131_X15_2.WAV,lkhedhma
C131_X15_4.WAV,Seg lkhedhma akham  our itheza ara g bera
C131_X15_5.WAV,Yebna-dh thakherchiwth i thyouzath-is
C133_X05_2.WAV,Khit
C133_X05_4.WAV,Thkhat aserwal-ni i9ersen
C133_X06_1.WAV,kh
C133_X06_2.WAV,Khteb
C133_X06_3.WAV,Khezer
C133_X06_4.WAV,Yekhteb thin i7emel
C133_X06_5.WAV,Thwezer mi-s yefhem dhin dhin
C136_X05_3.WAV,Khdhe3
C136_X05_4.WAV,Thkhat aserwal-ni i9ersen
C136_X07_2.WAV,Dhekhech
C136_X07_3.WAV,Sekhsi
C136_X07_4.WAV,Ayen thoufa adh thdhoukhech-ith a thekhzanth
C136_X07_5.WAV,Thesekhsi thafath
C137_Ɣ07_1.WAV,gh
C137_Ɣ07_2.WAV,zdhegh
C137_Ɣ07_3.WAV,begh
C137_Ɣ07_4.WAV,Yezdhegh akham n thejwerth
C137_Ɣ07_5.WAV,Yebegh lkhebz dheg zith
C137_Ɣ08_2.WAV,Agh
C137_Ɣ08_3.WAV,Thoughmesth 
C137_Ɣ08_4.WAV,Yough thametout ara ikhedmen ghef yema-s
C137_Ɣ08_5.WAV,S yighil I dh-ikes thoughmesth-is
C137_Ɣ09_2.WAV,Aghebar
C137_Ɣ09_3.WAV,Agherbal
C137_Ɣ09_4.WAV,Thetchour thekhamth-is dh aghebar
C137_Ɣ09_5.WAV,Thsaf berkoukes s ougherbal n selk
C138_Ɣ10_1.WAV,gh
C138_Ɣ10_2.WAV,Aghbel
C138_Ɣ10_3.WAV,Thighersi
C138_Ɣ10_4.WAV,Thekhdhem aghbel amek ara throu7 dheg lehwa-yi
C138_Ɣ10_5.WAV,Ikhdhem aparsyou n thghersi
C138_Ɣ11_2.WAV,Chghel
C138_Ɣ11_3.WAV,Aghesmar
C138_Ɣ11_4.WAV,Itchour dh lechghal
C138_Ɣ11_5.WAV,Ikes ak aghesmar-is
C138_Ɣ12_2.WAV,Thamezdhoughth
C138_Ɣ12_3.WAV,Thighimith
C138_Ɣ12_4.WAV,Yett9elib thamezdhoughth dheg themdhinth
C138_Ɣ12_5.WAV,Yestha7la thighimith yidh-s
C142_X01_1.WAV,kh
C142_X01_2.WAV,Kheles
C142_X01_3.WAV,khemem
C142_X01_4.WAV,Ikheles ayen i dh-yough
C142_X01_5.WAV,Yettkhemim amek ara dh-yaf thifrath 
C142_X02_1.WAV,kh
C142_X02_2.WAV,Khbech
C142_X02_3.WAV,Khater
C142_X02_4.WAV,Ikhbech-ith oumchich
C142_X02_5.WAV,Mkhataren s myattalef anwa ara i ireb7en
C142_X03_1.WAV,kh
C142_X03_2.WAV,Khdhem
C142_X03_3.WAV,Khser
C142_X03_4.WAV,Ikhedem sba7 irenou la3cha
C142_X03_5.WAV,Yekhser idhrimen-is dheg le9mar
C142_X04_1.WAV,kh
C142_X04_2.WAV,Khewel
C142_X04_3.WAV,Khnounes
C142_X04_4.WAV,Anegarou-ayi ikhewel  imezwoura chethlen
C142_X04_5.WAV,Khnounsen l9ech-is dheg l9a3a
C142_X05_1.WAV,kh
C142_X05_2.WAV,Khit
C142_X05_3.WAV,Khdhe3
C142_X05_4.WAV,Thkhat aserwal-ni i9ersen
C142_X05_5.WAV,Yekhdhe3 amdhakel-is
C142_X06_1.WAV,kh
C142_X06_2.WAV,Khteb
C142_X06_3.WAV,Khezer
C142_X06_4.WAV,Yekhteb thin i7emel
C142_X06_5.WAV,Thwezer mi-s yefhem dhin dhin
C142_X07_1.WAV,kh
C142_X07_2.WAV,Dhekhech
C142_X07_3.WAV,Sekhsi
C142_X07_4.WAV,Ayen thoufa adh thdhoukhech-ith a thekhzanth
C142_X07_5.WAV,Thesekhsi thafath
C142_X08_1.WAV,kh
C142_X08_2.WAV,Sefsi
C142_X08_3.WAV,Khemsa
C142_X08_4.WAV,Thsefsi-dh kra n weksoum adh th-idh 9lou
C142_X08_5.WAV,Mazal khemsa wousan adh s?edin lbak
C143_X09_1.WAV,kh
C143_X09_2.WAV,lekhrif
C143_X09_3.WAV,Lkhoul3a
C143_X09_4.WAV,Yett7ibi adh yetch lekhrif
C143_X09_5.WAV,Thegouma adh thekes lkhoul3a-ni dheg-s
C143_X10_1.WAV,kh
C143_X10_2.WAV,Akheroub
C143_X10_3.WAV,Akhichan
C143_X10_4.WAV,Yesadjew kra oukheroub
C143_X10_5.WAV,Yough-dh thachekarth oukhichan n lbatata
C143_X11_1.WAV,kh
C143_X11_2.WAV,Akhsim
C143_X11_3.WAV,Akhechlaw
C143_X11_4.WAV,Yera-dh ak maden dh ikhsimen-is
C143_X11_5.WAV,Ikchem oukhechlaw gher thit-is
C143_X12_2.WAV,Akhebich
C143_X12_3.WAV,Ikhef
C143_X12_4.WAV,Yeji oukhebich-ni dheg oufous-is
C143_X12_5.WAV,Youfa-dh ikhef n lkhit
C143_X13_1.WAV,kh
C143_X13_2.WAV,Lkhebz
C143_X13_3.WAV,lekhber
C143_X13_4.WAV,Ithekes-dh afthath-ni n lkhebz 
C143_X13_5.WAV,Yewet lekhber gher yimawlan-is
C143_X14_1.WAV,kh
C143_X14_2.WAV,thakhathemth
C143_X14_3.WAV,akhabith
C143_X14_4.WAV,Throu7 thkhathentt-is dheg thmeghra
C143_X14_5.WAV,Oulach akhabith i th-yechban
C143_X15_2.WAV,lkhedhma
C143_X15_3.WAV,akherchiw
C143_X15_4.WAV,Seg lkhedhma akham  our itheza ara g bera
C143_X15_5.WAV,Yebna-dh thakherchiwth i thyouzath-is
C144_X01_1.WAV,kh
C144_X01_2.WAV,Kheles
C144_X01_3.WAV,khemem
C144_X01_4.WAV,Ikheles ayen i dh-yough
C144_X01_5.WAV,Yettkhemim amek ara dh-yaf thifrath 
C144_X02_1.WAV,kh
C144_X02_2.WAV,Khbech
C144_X02_3.WAV,Khater
C144_X02_4.WAV,Ikhbech-ith oumchich
C144_X02_5.WAV,Mkhataren s myattalef anwa ara i ireb7en
C144_X03_1.WAV,kh
C144_X03_2.WAV,Khdhem
C144_X03_3.WAV,Khser
C144_X03_4.WAV,Ikhedem sba7 irenou la3cha
C144_X03_5.WAV,Yekhser idhrimen-is dheg le9mar
C144_X04_1.WAV,kh
C144_X04_2.WAV,Khewel
C144_X04_3.WAV,Khnounes
C144_X04_4.WAV,Anegarou-ayi ikhewel  imezwoura chethlen
C144_X04_5.WAV,Khnounsen l9ech-is dheg l9a3a
C144_X05_1.WAV,kh
C144_X05_2.WAV,Khit
C144_X05_4.WAV,Thkhat aserwal-ni i9ersen
C144_X06_2.WAV,Khteb
C144_X06_3.WAV,Khezer
C144_X06_4.WAV,Yekhteb thin i7emel
C144_X06_5.WAV,Thwezer mi-s yefhem dhin dhin
C144_X07_2.WAV,Dhekhech
C144_X07_3.WAV,Sekhsi
C144_X07_5.WAV,Thesekhsi thafath
C145_X08_1.WAV,kh
C145_X08_4.WAV,Thsefsi-dh kra n weksoum adh th-idh 9lou
C146_KK01_4.WAV,Ikele7 ikhedamen-is
C146_KK01_5.WAV,Thkemel abridh-is
C146_KK02_2.WAV,Ke77el
C146_KK02_3.WAV,Keyyef
C146_KK02_4.WAV,Thke77el i walen-is
C146_KK02_5.WAV,Yettkeyyif apaki n doukhan i was
C146_KK03_2.WAV,Kes
C146_KK03_3.WAV,Beker
C146_KK03_4.WAV,Thekes thoughmas-is
C146_KK03_5.WAV,Yettbekir sba7 zik
C146_KK04_2.WAV,Cheker
C146_KK04_3.WAV,7kou
C146_KK04_4.WAV,Chekrenth ak meden 
C146_KK04_5.WAV,The7ka-yas-dh yema-s tha9essith
C146_KK05_2.WAV,rkou
C146_KK05_5.WAV,Rekmen waman
C146_KK06_2.WAV,chouk 
C146_KK06_4.WAV,Yettchoukou dheg lekhyal-is
C146_KK07_3.WAV,Ek
C146_KK07_5.WAV,Yeka-dh s wada
