Call ID,Status,Corrected Transcription,Timestamp,Incident Type
Appelle 408.wav,corrected,"An3am? - Gle3nayak aa yakhi l7imaya ? - wayi nebgayeth wayi  - eh gla3nayak  nes3a dayi yiweth la damme collegue de travail thedukh chwiya. Ar tama n bureau de recrutement. - Anda? - nirak thama n bureau de recrutement. - Anda yella bureau de recrutement? - Bureau de recrutement en face... en face mudiriyat ta9a, g bgayeth  - Bureau de recrutement, mudiriyat a taq9? - Ih... arwa7 bureau de recrutement tifidid asabrin n t3aser . - Anda yela ?  ketchmen ? edimco ? quartie sghir ? anda 3elmer nek bureau de recrutement  - Ma3liche, ma3liche , akdsfehmer ble39el Cité zedma Cité zedma - Cité zedma ?  -Cité zedma achbal louma  ad tattret  wa7id wasif  atafet bureau de recrutement dapiste n l'ibri. - D'accord, ih. - gla3nayak. - D'accord - rapide chwiya  . ",2026-03-09T20:35:42.416053,medical_emergency
Appelle 407.wav,corrected,"ghourner ukhedam   dayi ighli. — Anda? — En face direction Naftal. — En face la direction wachou? — Naftal, l'ancien parc matériel de construction. — Fi Bir Slam a? — Bir Slam eh . — Achou thiwghen ? — Wallah zrira agma ... yeghli... kan inayak ttwa9er7er jiha n wouliw . — Yeghli ? g wachou yeghli? — Ah igighlara , ibed kan  i9im ar taq , ithqra7 ar  l'jiha n wulis. — Ih, oumba3d toura  It respirer ? Khati? — ah itrespirer normal. — Itrespirer? — Ih. — Eh... donc conscient. — Aweh , conscient, ichmed gher da gher l l'parc,... — itwa9ra7 g wul-is. D'accord agma. Donc la direction Naftal exact ithelit? — En face... En face la direction Naftal eh . — En face? - en face  la direction Naftal.  - la salle de fêtes ikel akhi  ? — An3am ? - wahi la salle de fêtes ilan dina ?-Ih, zeth malikat ldjamal. — D'accord agma pas de soucis. —  aya Sa7a.
",2026-03-09T20:41:24.154026,medical_emergency
Appelle 409.wav,corrected,"gla3nayak  aghdchey3ed l'ambulance nes3a yiweth la dame dayi   theghli dayi ar  madala phone, en face l'hôtel Madala. - en face l'hotel madala ? -ih Madala phone bedat, tame9rant ni  tina anda yela boule3lawi - achu itiwghen tametouth ayi ? ... - welleh tkhedem dina d'un seul coup teghli ouzrira  ner sker ner tergigi ikel   -Ok  Zdakhel Madala phone yakhi ?  - Zdakhel Madala phone bedat eh tina  boule3lawi  .- d'accord ih .-aya d'accord sa7a.",2026-03-09T20:43:09.753412,medical_emergency
Appelle 410.wav,corrected,"ay transportim amotin athan gel lcoma gachou ne3limara nebra athnawi ar sbitar en urgence mala si c'est possible amé 3ziz.... anda izeghet a  madame? .....Si si  tezrit Sidi Ahmed les D... uksar ni .... g Sidi Ahmed? .....Ih Sidi Ahmed les D uksar. .....zath aa  bon, les D abrid nni ittawin ar t3esast akhi ? .....9bel l'arrêt les D ....l'arrêt les D  sa7it oumbe3d ila abrid itekchamen ar  les bâtiment n wuksar  oumbe3d isoufourara yakhi ?....  wina iznouzay l7outh kan Atekchemt a droite ... Atekchemt a droite ?...  anda lant les batiments  d takserth..... Eh, qartak  amalade a malade ayi  inconscient yakhi?.....wellah  inconscient ... ih. D'accord a madame, amthendcheye3  athnawi ar sbitar  ya pas de problème, yakhi ar  khlil amrane ? ....Khlil amrane amé ... ih  chey3ed kan hed ar bera adi3as...  Tura? ....., ih toura ih ... D'accord amé a3ziz  D'accord, d'accord.... d'accord .",2026-03-09T20:47:27.712137,medical_emergency
Appelle 415.wav,corrected,l7imaya An3am ? ..,2026-03-09T20:53:46.487462,unknown
Appelle 416.wav,corrected,— 7imaya madaniya ,2026-03-09T20:54:24.049853,unknown
Appelle 417.wav,corrected,[tonalité],2026-03-09T20:59:11.866306,unknown
Appelle 418.wav,corrected,[silence],2026-03-09T21:04:28.406278,unknown
Appelle 419.wav,corrected,7imaya  oui,2026-03-09T21:06:23.286347,unknown
Appelle 420.wav,corrected,[tonalité],2026-03-09T21:07:12.487167,unknown
Appelle 421.wav,corrected,[silence],2026-03-09T21:08:35.840353,unknown
Appelle 422.wav,corrected,L7imaya An3em ?  ,2026-03-09T21:10:17.144314,unknown
Appelle 423.wav,corrected,[silence],2026-03-09T21:11:20.511181,unknown
Appelle 424.wav,corrected,"Operator: 7imaya an3am?  
Caller: allo allo ",2026-03-09T21:14:45.611268,unknown
Appelle 425.wav,corrected,[tonalité],2026-03-09T21:15:47.956207,unknown
Appelle 426.wav,corrected,[tonalité],2026-03-09T21:16:46.816582,unknown
Appelle 427.wav,corrected,[silence],2026-03-09T21:23:13.641618,unknown
Appelle 428.wav,corrected,7imaya An3em .. 3amm,2026-03-09T22:26:51.886204,unknown
Appelle 429.wav,corrected,Allo? [ silence ],2026-03-09T22:29:05.871111,unknown
Appelle 430.wav,corrected,[voix d’enfant],2026-03-09T22:30:54.274331,unknown
Appelle 431.wav,corrected,[tonalité],2026-03-09T22:31:56.611783,unknown
Appelle 432.wav,corrected,7imaya An3em ... ,2026-03-09T22:33:45.814876,unknown
appelle 433.wav,corrected,Allo  .... allo ... iwachou sbesilet ... ah sam7iyi nwigh d vava ,2026-03-09T22:35:24.448877,unknown
appelle 434.wav,corrected,Allo — Allo salam a3likoum — 3likoum salam war7matou lah   — Ça va aljar ? — Labas 7amdulillah — 7adarat el moudawama — Allo,2026-03-09T22:38:36.453703,unknown
appelle 435.wav,corrected,Allo l7imaya Oui...,2026-03-09T22:40:37.147690,unknown
appelle 436.wav,corrected,Allo l7imaya —  chnouwa chnouwa — Allo.,2026-03-09T22:42:24.029462,unknown
appelle 437.wav,corrected,"Operator: Allo Oui ?
Caller: Allo ?
Operator: Allo Oui ?
Caller: Si Achour?
Operator: Adh les pompiers a Madame.
Caller: ah oui 3eler  144, sem7iyi  Ah, nwigh da g l'agence, sa7it, sem7iyi kan.",2026-03-09T22:45:19.820573,unknown
appelle 438.wav,corrected,"sedou9 ? -  g la pompa l'essence aqlin dhina - la3iyasen iwe9voun  iwesh ousensewertara agma ? - welleh maslir ? - iwesh ousensewertara - Rou7 a doubler  iRou7 a doubler  outhizrara  it3adda i asumi - ah d'accord  ah asumi 3labiha - asumi idoubli oumbe3d twehirased ouytalara direct ar ghouri kan  - D'accord, tura asen3awder agma toura asen3awder  - la3iyasen kan toura rapide  - D'accord ih .",2026-03-10T20:52:01.537653,unknown
appelle 439.wav,corrected,7imaya Oui .. Allo .. ,2026-03-09T22:59:34.014713,unknown
appelle 440.wav,corrected,7imaya oui ... allo aou9as ? ... bejaia a madame tichi ? rouh marki numéro n tichi ...ih .. 034 ... 81 67 58 ..58 sa7it ... bla mziya .,2026-03-09T23:02:20.193867,other
appelle 441.wav,corrected,"— oui tazmalt — Ah ulach walou an? — U makra? — Ah ulach walou. — D'accord, 17 25 imala -sa7a - sa7a.",2026-03-09T23:06:42.428080,other
appelle 442.wav,corrected,Allo... smahli khouya 3labalek wach sra fideyetna yemma rahi teb... Allo allo ... rabi i7afdek ,2026-03-09T23:08:51.996772,unknown
appelle 443.wav,corrected," l7imaya ouii ? 
",2026-03-09T23:10:52.291654,unknown
appelle 444.wav,corrected,"— Tazmalt. —  Oui Tazmalt? — thefer  l'ambulance pour malade. —  23 — La 23. — D'accord, sa7a.",2026-03-09T23:13:23.905362,medical_emergency
Appelle 351.wav,corrected,"allo l7imaya lmadaneya fel istima3 ...oui s'il vous plaît ila yiwn azrem dayi...an3am?...i9ess i9es tadjart-iw... i9sitt..ganida madam?.... wa7id idurar ni  n Amizour. ....g amizoor,anwa amekan?...Zrit l'école l'esta ni tarnut chweya tternut chweya ...aa daccord daccord......ttafet dina ixammen dinna...iih.. imsawen voila.... mama3lich rapid chwia cest  urgent.... Est-ce qu'elle est consciente ? negh thdukh?... machi chghel amaken cv pas..ttwaqra7?...tt7ussay imanis amaken ttwaqrah mli7 ... aa ttwaqre7 daccord tura dcheg3eh lambulance amadame...daccord iih sa7it",2026-03-09T22:55:28.030172,medical_emergency
Appelle 352.wav,corrected," l7imaya l'madania fel istima3 ...Allo allo  l7imaya l'madania?...oui...ma maalich adrohem ar dagii Chemini  Yiwen wemghar, thetfith la crise cardiaque Il n'est pas conscient. ...Anda d'exact? ....g Chemini exactement ilmathen. ....Amek aka igheli kan thetfit la crise negh amek?.... Tefit la crise ikhveved igheli l'qa3a.... D'accord tura dchey3egh lambulance... Sa7it.",2026-03-09T22:58:14.803093,medical_emergency
Appelle 353.wav,corrected,"l7imaya lmadaniya m3akoum fel istima3 an3am?...aah S'il vous plaît thella yiwth  tametoth je pense elle est enceinte dukh thguma adekwal.... ganida madam?ganida ladresse?.... Wahi l'Edimco zrid l'marché 2000 nni....daccord... D'inna? theghli...la damme ayi Est-ce que teghli ttema dukh? ...Eh dukh ii, ...the3limara chu gderon?? ...Ur na3alim ara just kan na3alem belli elle est enceinte Tebin beli elle est enceinte donc voila ..... elle est eneinte D'accord, tsema c'est un cas urgent.... Eh, urgent  negh ma ma3lich attasem rapide.... D'accord,tura adas l'ambulance a madame rapide.... D'accord, sa7a..",2026-03-09T23:03:50.567285,medical_emergency
Appelle 354.wav,corrected,Allo assalamou 3alaykoum  m3akom l’7imaya l’madania an3am? ...a  msselkhir ya dayi hed  iterteq dayi iterteq lgaz....g Anida Madame?... Deyi wa7ed la brise de mer.... La Brise de Mer apres  esque lan les victimes? ...aa u3limeghara itertaq dayi gaz ni restaurant ins en fasse ...g l’restaurant?....ih restaurant mais je pense ulach uma d7ed zdakhel....daccord ,2026-03-09T23:07:42.649571,fire_building
Appelle 355.wav,corrected,"L7imaya lmadaniya f istima3.... Allo l7imaya?esque zemrem adrohem ardayi athan dwetma  trespirer difficilement?...amk ttresperer difficillement?... An3am , an3amii ... Anda? ....Ah dagi gchemmini l'marché n chemmini....Embe3d sava amk trespirerara? anta la partie?... ",2026-03-09T23:09:36.097926,medical_emergency
Appelle 356.wav,corrected,"Allo... l7imaya lmadaneya fel istima3 oui?... allo ma ma3lich adro7em ar dayi Ouqas! la tunnel n Ouqas, dagi yiwwn ikhdem l'accident ....L'accident, amk? ....Tomobil, senath tomobilath..... Eh?.....athan  normalement islellek aka Nchallah islek mais ma ma3lich ad 3ijlem chweya .... Isin isnin yidsen blessésn a?lan les blessees aa?... Eh, sin blessés mais selken,,, D'accord, eh.",2026-03-09T23:39:14.616244,accident_vehicular
Appelle 357.wav,corrected,allo...L7imaya lmadaniya fi istima3 oui? ...Allo essalamou 3laykoum ma  ma3licha adassm ardayi ar ighil ali.... Dacu illan? Ad yiwen miss ldjariw vez3end fellass waman i7man atan lrgha ak gfus. ...D'accord eh Tura adnes... D'accord.,2026-03-09T23:40:40.615873,medical_emergency
Appelle 358.wav,corrected,"allo?....L7imaya lmadaniya, oui ?... Allo ma maalich adassem  ar dagi  g Kherrata...achu yellan g kherata ?.... Kherrata achu yiwn athan icoince g l'ascenseur....anda exact?... G l'appartement  Zrid avrid r9n.... Anwa ?...eh La route n 9n.... RNSM ? ...Ehh g Kherrata thella yiwth akni  l'appartement n dina zath l'arrêt exact....Eh ? ...athan iw7el g l'ascenseur.... D'accord, eh.",2026-03-09T23:44:30.158685,other
Appelle 359.wav,corrected,"Allo? ....Wi, l'7imaya l'madania.... Allo  ma zemrem adassem ardagizrid avrid ittawin ssedouk ar  Akbou... sedouk ar Akbou Eh.... ma maalich adassm dayi yiwth teqchichth ighezatt weqjoun irage waqila ma maalich adro7em atselkem... umba3d tblissara mli7 aa? ....Teblisser nighamd ikerchitt, c'est grave!... Eh, d'accord ee.",2026-03-09T23:46:41.290846,medical_emergency
Appelle 360.wav,corrected,L7imaya lmadaniya f listima3 oui?...alo Assalam Alaykum ma  ma3lish dasem ar dagi sidi 3iche exactement g Wad Soummam.... Dachu yellan? ... Athan yiweth tewthitt  ttomobil maskint t3ach aka mais athan  thettwaqrah therez 3limeghara ganida  athan gessvah tt3eyid dayii....ihd'accord tura dchey3egh l'ambulance. ... Sa7a.,2026-03-09T23:49:44.393014,accident_pedestrian
Appelle 361.wav,corrected,Allo... l7imaya lmadania fel istima3 oui?... Allo ma m3lich adassem ardagi Tazmalt! avrid igttawin Tazmalt! Erwaqvu.... dach l'an?.... athan  snat n tomobilath t'khdment l'accident...... Amba3d lan les blessés?.... Atan waqila yiwen degsen yemuth akya wayednin blessé .....aah chhal ttema sin aa? ...ih g Sin yidsn! Yiwen athan  je pense yemuth ugettherikara ma dwayednin il est blessé....daccord ih,2026-03-10T06:19:25.400423,accident_vehicular
Appelle 362.wav,corrected,Oui l'7imaya l'madaniya f el istima3.... Al7imaya ma ma3lich adassem arda la plage n Tichy....Dacu illan? ....athan nekesed yiwn wargaz yeghre9 neksithid ...ih?...7amdulilah athan isslek ma maalich attawimt athan inter chweya chwiya....ih d'accord ih  tura dnas ih.,2026-03-10T06:29:58.271646,drowning
Appelle 363.wav,corrected,l7imaya lmadaniya f istima3 oui?....aloo l7imaya lmadaneya ma ma3lich adassem ardagi timezrith...dachu yellan?... Exactement g'rural montagnieuse ni la zone rurale montagnieuse....dachu yellan? ...athan d yiwn ihnuchged gedrar ayi ..ih?... i3ach aka mais athna irez irez gdar.. daccord i,2026-03-10T06:31:41.424830,other
Appelle 364.wav,corrected,"aaah Slam 3likum..... 3likum slam, oui l'7imaya ?...oui l7imayal'madaniya.... - L'7imaya l'madaniya, ma maalich adassm arda Boukhiama...dachu yellan?.... g terminus g'terminus  Athan gma dagi messkin  thetfith  intoxications urgence chwiya ma ma3lich adro7em... -dachu yecha?",2026-03-10T06:34:58.305641,medical_emergency
Appelle 365.wav,corrected,"Allo  l7imaya lmadaniya m3akum?... Oui  mselkhir illa dayi hed dayi waqila  yedokh s'il vous plaît.... Dacu n tyughn?... Idokh, i dokh. ...ganida madame?....g tubal g tubal Wa7ed jemm3a tẓallit ...g tobal  esque isnufus?... Khati isnufus idokh kan ...isnufus?...idokh ighli ghel lqa3a. ...Daccord.... Sa7a.",2026-03-10T06:38:38.451880,medical_emergency
Appelle 366.wav,corrected,Slam 3likum l7imaya l madaniya ma3kum....ah  Oui s'il vous plaît thella yiweth dayi thametoth theghli..an3am?...thametoth theghli...amk theghli?..- Teghli je pense c'est comme une crise cardiaque  dayi wa7ed l'école primaire dayi wa7ed ṣedma.... Est-ce que snufus a madame? ...Oui oui  s nufus mais la  je pense elle a fait une crise cardiaque...ttema C'est une situation grave... urgent urgent  ma maalich rapide chweya... D'accord madame a9lagh... Sa7a.,2026-03-10T06:42:46.533816,medical_emergency
Appelle 367.wav,corrected,"Allo l'7imaya l'madania m3akom? ... Oui s'il vous plaît tella yiwth tmetoth dayi  teghli wa7ed CiVital teghli wa7id tewwurt nberra.... Amk teghli? ...Teghli doukh doukh, je pense elle a fait un malaise, malaise dqiqa teghli.... - Est-ce que tesnoufous? ... Eh, tesnoufous, eh.... D'accord amadame...sa7a.",2026-03-10T06:44:00.792065,medical_emergency
Appelle 368.wav,corrected,"L7imaya lmadaniya ma3koum an3am? ... Oui, s'il vous plaît  illa yiwen urgaz dayi ...dachu thyughen?...  Yejrah, yejrah mli7. .... Amk i yejrah a madame?....- Yexbet aqerruyis wa7id  wouzal ouzal  ouzal dayi  l'chantier dayi....a g chantier...ganida exact? ... zrit zrit la3zib aa  illa dayi l'chantier nni dina  ixeddem les travaux dayi wa7id jama3 Tzalith... - D'accord, d'accord Wa7id jama3 Tazlit  d'accord a9lagh amadame.... Sa7  Sa7a.",2026-03-10T06:47:55.818472,medical_emergency
Appelle 369.wav,corrected,"L7imaya lmadaniya ma3kom an3am?...S'il vous plaît tella yiwth dayi timest tcha3l  timest dayi wa7id lghaba, wa7id les oliviers.... Les oliviers, an3am? Tura kan tebda nagh gessvah? ......tura kn ittebda  parce que cha3lentt officiel cha3lenas... D'accord tura idevda  d'accord tura denro7 amadame .... Eh, machi 7aja mais tura kan tebda.... Tura tebda sa7a.",2026-03-10T06:52:55.720082,fire_forest
Appelle 370.wav,corrected,"Allo l'7imaya l'madania ma3kom? ....oui, msalkher... Asselama.... Ila dayi  yiwen umghar ...chu thyughen?...Yiwen umghar  ça va pas dayi dqiqa ighid wa7id l'qahwa....Ighli  est-ce que il est conscient?...Ighli, ighli il n'est pas conscient ighli, ighli urgent.....isnufus normal?.... u3limghara ma isnufus  3limghara zrighth  tura kan ighli zdat l'qahwa l'qahwa wa7id après l'université Tergua.... D'accord....Sa7a.",2026-03-10T06:57:58.519232,medical_emergency
Appelle 371.wav,corrected,"an3am?...S'il vous plaît...an3am?... tella dayi l'explosion de gaz.... Ganida?... zrit avrid ni ttawin a Boudaw aa wa7ed...ihh?.. wa7ed avant bash at tekchmed wa7ed l'rond-point ni...mais Es-ce que gaxam nagh gevrid? ... Ah xati, xati gth7anutvt 7anut itertqen.,,,dakhel t7anut  d'accord Est-ce que tlla thmess? .... Eh, thela thmess ih d'l'gaz i tertqen.... Est-ce que llan lghachi daxel ngh the3limedara ? .... 3limghara wallah ma 3elmagh  3edaghd s tomobil....the3limdara D'accord madame....Sa7a.",2026-03-10T07:11:45.720527,fire_building
Appelle 372.wav,corrected,"l7imaya L'madania m3akom ana3m.... Euh ila dayi s'il vous plaît had i tertq dayi trissiti fellas.... Ganida?... Dayi wa7ed la ville dayi Ibn Sina.... D'accord... est-ce que ili conscient l'3abd ayii?.... Khati machi mazalith akni sous le choc  tressiti niii chghel amakeni chghel ichoque utt boujiara....D'accord, amadam a9lagh.... D'accord, sa7a.",2026-03-10T07:15:56.821530,medical_emergency
Appelle 373.wav,corrected,"L7maya lmadania m3akum, an3am? ....aah  S'il vous plaît ila dayi yiwen u9cic amezyan yeswa leau javelle .... Anida? ....  La rentrée ni bach attkechmet ar  Boukhiama ukser chwiya,avrid ni ger  Boukhiama waḥid waḥid lgame3 nni imsawen....D'accord d'accord esque idukh uqchich ayi?..",2026-03-10T07:18:39.335470,medical_emergency
Appelle 374.wav,corrected,"Allo l7imaya l'madaniya m3akoum?... Euh oui, s'il vous plaît thala dayi senath la bagarre tedra dayi wa7id Terga.... Wa7id Terga? Dechou gadran exact la bagarre? ...Yiwen uqchiche iraz teqchicht g taris ...alatif......Eh, irazas g taris oumb3ad athan messkint thezmirara  ttbouje athen thagheli gelqa3a netta yerwel....ttema cest grave? ...Eh c'est grave  eh c'est très grave. ... Daccord amadam a9lagh.... Sa7a.",2026-03-10T07:22:28.618089,assault_violence
Appelle 375.wav,corrected,"l7imaya lmadaneya m3akum an3am?... ma ma3lich attassemd wa7id 17 ila yiwen i7kem yiwen a9chich ....ih ,chu thyughen uqchich ayi ?....i blessé iblessé ijra7 ijra7 mli7 urgent iwthath  tournevice iwthath s  tournevice a3ebotis ma maalich rapide par ce qoui  urgent  ... D'accord, d'accord, a9lagh",2026-03-10T07:25:23.534375,assault_violence
Appelle 376.wav,corrected,"Allo  l7imaya lmadania m3akoum..... aah  Oui, s'il vous plaît, lila yiwn dayi soumi ighlid sufel l'automobile yiweth tomobile dayi .....Ganida?...- Wa7id abrid n oued Gher...ttwalid les victime a madame ? ...Amek ? ...Est-ce que llan les blessés ? ...aah Ighlid sufela sufel l'automobile ni waqila la tonobile ni s daxel la famille yiweth la famille ne3limara cha7al les victimes....aa cest tres grave?...Ah c’est tres  urgent, rappid ma ma3lich ...dacord dacord ...sa7a",2026-03-10T07:30:25.871768,accident_vehicular
Appelle 377.wav,corrected,"L'7imaya l'madania m3akom... S'vous plait ma3lich attasem wa7ed tmachint dagi wa7ed la gare ....Anta la gare a madam? ...La gare dayi tina   wa7ed avant l'Qouds....daccord?... . Illa yiwen n tran yekrazayi yiwen seyid ...chu thyughen t3efsith tmachint?...  Eh, t'3afsit t'machint eh, krazit.....aaah  Ttmma c'est très grave....A machi kan grave  graaave ma ma3lich rapid...daccord",2026-03-10T07:35:11.829782,accident_pedestrian
Appelle 378.wav,corrected,"L'7imaya l'madaniya m3akum an3an? ...Euh, m ma3lichattasem dayi wa7id l 30, l'30 dayi ...ganida?...wa7id lighil u3ezog l 30.... Achu gellan?.... Yiwen, yiwen l'7aq waqila iwthith s lalam?...ganida?... ijerhith g fusis s lalam ...gfuus gfus ...d-ayi wa7id l'30.... Est-ce qu'il est conscient?.... Euh, ijereh tazalnas idamen dayi mbe3d dchghel ikl l3ibad dayi  nejma3en garasen umba3d unkhezrara...il est conscient? Khati...., il est conscient, il est conscient.... ma ma3lich rapide.... D'accord....Sa7a.",2026-03-10T07:50:20.842780,assault_violence
Appelle 379.wav,corrected,"Allo  Salam Alykoum l'7imaya l'madania m3akom....euh  Ma3lich attasem dayi wa7ed aa wa7ed  tobal?... Ashu gelan? ....- thella dayi yiweth ta9chicht tamzyant teghli... chu ttyughen?...Teghli g taq?  Teghli g ttaq l'ecole primaire..... Eh qattaq dukh ttema?... Eh terez terez ikel.... Tsema c'est un cas très grave... Eh ma3lich s'il vous plaît rapide.....D'accord madame, d'accord.",2026-03-10T08:04:05.203943,medical_emergency
Appelle 380.wav,corrected," Allo l'7imaya l'madaniya m3akum....  ma ma3lich attasemd dayi wa7id  remla cite remla ...cite remla  dachu igellan? ... yiwth la ceterne dayi ttameqrant  theghli sufel  snath  tomobilath, thterteq ikel l'7ala...ganida exacte?.... wa7id remla remla wa7id poto tressiti zath la pharmaci ni....D'accord, d'accord.....esque lan les victimes?.... Khati ulach ulach Tumubil nni kan, snath ttumubilath ruhent ikel zeysent...  D'accord, d'accord. Sa7a.",2026-03-10T08:13:19.923038,accident_vehicular
Appelle 381.wav,corrected,L7imaya lmadaniya ma3kum? ...euuh ila dayi yiwn ighraq dayi g zigwat... Omba3d nsufghithid mais mazal akeni ur dikwal ara.... D'accord... Eh... ma maalich rapide attazlem...yeghreq? ...Yeghreq nsufrithid eh... D'accord aqlagh....Sa7a.,2026-03-10T08:15:35.495124,drowning
Appelle 382.wav,corrected,"L7imaya lmadaniya fl-istima3, oui. 
— Allo, salam alaykum  ma ma3lich adasem ar dagi  l'usine n Rmila.
— Dachu illan?
— G Rmila, d  yiwen uxeddam ighliyagh dayi iiifebli.
— Ifebli?
— Eh, ur nes3lim ara ma conscient ngh inconscient... ifaibli idukh ak
— D'accord, ih...tura dchey3egh lambulance sa7a",2026-03-10T08:20:39.560109,medical_emergency
Appelle 383.wav,corrected,"— L'7imaya l'madaniya f l'istima3.
— L'7imaya l'madaniya ma maalich adassm ardayi dagi la salle de sport ni dagi g'stade yakn l'stade.
— Ih, dachu yellan?
— Ad yiweth te9chichth dagi gessvah tared une3limara chu ttyughen.
— D'accord, ih, d'accord.",2026-03-10T08:22:19.680374,medical_emergency
Appelle 384.wav,corrected,"L'7imaya l'madanya fel istima3, oui? — L'7imaya l'madanya ma maalich adassem ar dagi cite djem3a?...dachu yellan?... ciiti Djem3a ma maalich adassemar dagi d yiwen oumghar ur gezmerara didou— Eh? — ged9i9a kn yaghli gezmirara didou gezmirara dibouji — D'accord tura dencheye3  l'ambulance, ih— D'accord.",2026-03-10T08:26:37.696074,medical_emergency
Appelle 385.wav,corrected,"— 7imaya l'madanya oui f l'istima3. — Salam alaykoum, ma maalich dassem ardagi thala markha L'terminus aka... — D'achu yellan? — Ad yiwth tmettuth dagi thdoux g'la supérette ni n attouche. — Uba3ed amek idoux? Idoux kan akka kan? Inconsciente? — Idoux kan aka, elle est enceinte. — D'accord tura dchey3egh'ambulance.",2026-03-10T12:50:26.319526,medical_emergency
Appelle 386.wav,corrected,"— Allo assalamu alaykoum
— oui l'7imaya l'madaniya
— ma maalich adassem ar dagi Akbou
— Dachu illan?
— Akbou... Lycée 7afsa
— Dachu illan?
— Ad yiwth dyiwth te9chichth dagi thewthitt tomobile Attan thblisse.
— Thblissi? Amek thblisi grave negh amek thblisi?
— iih darez itherez ,therez aa Grave chwiya ma ma3lich ad 3ijlem.
— D'accord ih tura dchey3egh lambulance sa7a.",2026-03-10T12:55:06.524865,accident_pedestrian
Appelle 387.wav,corrected,"— L’7imaya l’madaniya, oui ? — Allo l’7imaya lmadaneya wech9a assemd ar Dagi Sidi Aïch ar l’arrêt exacte — Dachu illan ? — Ah dyiwen yiwen  ofourgon dagi ineqlab. — Ah d’accord i, akhi wlach i-blessés ? — Ulach, vu furgu  ni kan uthyugh kra il est conscient. — Aya très bien, d’accord,tura dchey3egh  l’ambulance. — Sa7a",2026-03-10T12:58:59.955648,accident_vehicular
Appelle 388.wav,corrected,"— Allo Salam alaykoum. — 3laykoum salam, l'7imaya l'madaniya, oui? — Adasem ar dagi ar Ighzer Amokrane aa, zdat zdat n ifri, ad yiwen dagi...ih achu illan?....tentation de suicide ivgha desuicid ma ma3lich ad3ejlem chweya nchlh , nighan amadam d yiwen dagi ivgha disuicider. — Anda anda? — Azdat n ifri exact, zrid lusine n Ifri,din ykn ar vera ni— D'accord, eh. — Sa7a.",2026-03-10T13:02:52.088916,medical_emergency
Appelle 389.wav,corrected,"l7imaya l madaniya f istima3 wi? — l 7imaya l madaniya la3naya rabi 3ijlem chwiya dag alusine Ifri d yiwen dagi thetfith thmechint  ddaxel lusine Ifri — Daxel Ifri? lusine Ifri? Ilan les blessé dyiwen ah? — Ad yiwen  thetfith thmachint il esvraiment blessé, un cas très grave. 3ijlem chwiya adimana3 incha'Allah. — D'accord tura dchey3egh l'ambulance sa7a.",2026-03-10T15:30:22.650580,medical_emergency
Appelle 390.wav,corrected,"— 7imaya lmadaniya f istima3 oui?. — 7imaya madaniya a9lagh g Oukfadou  Akfadou n Chemmini exactement  l'antenne d lgroupe Ad nes3a dagi yiwen l'ami i disparaît — I disparaît? — Eh — Madame, la3i i la police n les disparitions, nekkni ur n  kheddam ara la disparition. — La police fkiyid numéronsen ma ma3lich? — Eh, marki 17, 17 eh, 17. — 17 Sa7it.",2026-03-10T15:33:34.714962,lost_person
Appelle 391.wav,corrected,"— 7imaya l'madaniya, oui?. 
— Allo, ma ma3lich adassem ar  dagi ar chemini  exactement exactemet deg Thighilt. 
— Dachu illan? 
— Ad yiwen l'animal sauvage id ifghen dilef ilef 
— Dachu i3el  ihjem f'7ad negh dachu? 
— Iyeh, ihjem ara, maia athan ittro7 ittughal ngh nulach adihjem f 7ed 3ijlem chweya  . 
— D'accord, ih.",2026-03-10T15:37:04.155305,other
Appelle 392.wav,corrected,"7imaya lmadaniya fel istima3 oui?. —7imaya lmadaneya, azul Aqlin  tura g la residence n Targa. — Ih?. — athedra  dagi  la fuite d gaz 3limghara  amk akhedmgh. — La fuite n gaz? Anda? zdakhel... — Dakhel la chambre l'bloc G. — Umba3d amek? chghel aah? La fuite d  gaz ayi sansa? — la fuite de gaz sfu7ayagh l gaz vraiment ma ma3lich adro7em. — Ldim tiqan, ldim tiqan pour l'instant akendchey3egh ii... — aneldi tiqan mais athan g la chambre u3limghara amk akhedmgh aderzegh thawurth.. — Imala fghem sina tura dchey3egh l'equipe. — D'accord.",2026-03-10T15:44:50.189036,hazmat
Appelle 393.wav,corrected," l7imaya lmadaniya oui ? —salam 3likum  L7imaya lmadaniya ma maalich adaasem ardayi ta9eriet exactement ma39el, dachu n ilaan?  — Dachu n ilan? — Yiwet n tejra i d yeghlin genssaf webrid ukkya. — tzemret aytt3awdett anda exacte? — zrid ta9eriett ma3qel avrid ni n ma39el. — D'accord ih, tura d chey3egh. — Sa7it.",2026-03-10T15:47:55.395438,other
Appelle 394.wav,corrected,"— 7imaya l madaniya oui.
— Allo Salam Alaykoum l7imaya l madaniya.
—  waAlaykoum Salam.
— esque zemrem adassem arda ighzer amqran les trois chemins.
— D'achut i-llan?
— Athan d yiwen wekham idrem sor, idrems ssor. 
— Sor?
— Eh, une3limara ma yella hed dakhel ngh....
— D'accord, d'accord, tura dchey3egh.",2026-03-10T15:49:48.950636,structural_collapse
